premise,hypothesis,label
"Verstehe ich das jetzt richtig ? . . . Wenn ich mit meinem LKW in Portugal bin , dort aussteige und sage "" ich will jetzt hier dazugehören "" , bin ich dann automatisch Portugiese ? . . . Oder wenn ich in den Kongo fliege , dort den Wunsch oder auch die Forderung vortrage , dort ab sofort "" dazu zu gehören "" , bin ich dann automatisch Kongolese ? .. . Klingt für mich zwar etwas schwer nachvollziehbar , aber ich habe ja auch kein abgebrochenes Theologie-Studium aufzuweisen und lasse mich deshalb gern belehren . . .",Dieser Kommentar ist eine Beleidigung,0
"Fern ab, jeglicher Realität , die Frau! Wohl zu lange in der grünen Wiese gesessen!",In diesem Kommentar findet man Diskriminierung,0
30% des Einkommes???,Dieser Kommentar ist Zynismus,0
"@USER Diese 3 Muskel Tiere oder ihre Vorgänger, hatten mehr als genug Zeit ( ~20 Jahre ) etwas zu tun. Denn solange , wahrscheinlich sogar länger, haben wir diese Missstände ! Und nicht nur in der Altenpflege.",Dieser Kommentar ist Zynismus,0
Demokratisch gewählte Partei..demokratisches Recht auf Meinungsäusserung..Hast wohl ein Problem damit?,Dieser Kommentar ist gegen eine Gruppe gerichtet,0
"@USER und wenn man fleißig sein geld hartz4 spart, kann man auch 1,2 mal im Jahr Urlaub machen 😎😎😎 ach gehts mir gut in Deutschland",Dieser Kommentar ist eine Beleidigung,0
Der WDR und seine Praktikanten..,Dieser Kommentar ist humoristisch veranlagt,0
"@USER naja, wenn man bedenkt wie teuer diese Stadt durch die Bauern geworden ist würde ich sagen, dass das nicht mehr so ganz stimmt. Außerdem hat Süddeutschland sehr, sehr lange durch den LFA mehr als profitieren können und die heutigen Wohlstandsstrukturen erst aufbauen können. Kein Bundesland hat mehr durch Subventionen profitiert als Bayern, gefolgt von NRW. Also bleibt schön mit Euren Ärschen dahoam 😊",Dieser Kommentar ist Zynismus,0
Es wird höchste Zeit die Industrie in die Pflicht zu nehmen den Geld und Gier vor Gesundheit und Leben ist ein AUSLAUFMODELL!! Allein gibt es am TAG 100000 Flüge was diese von sich geben ist keine reine Luft!!Warum ist immer der kleine Mann am A......??????,In diesem Kommentar findet man Diskriminierung,0
"Na die Alte fliegt ja sehr gerne um die Welt. Man sollte jede Passagierliste nach Der durchsuchen, und Bilder machen wenn man sie im Flieger erwischt.🤮🤮🤮",In diesem Kommentar findet man Diskriminierung,0
Die Frau ist halt nicht klug.,Dieser Kommentar ist eine Beleidigung,0
"Das Problem beim Kommunismus ist, dass ihm irgendwann das Geld anderer Leute ausgeht. So auch hier, beim Kryptokommunisten Habeck und seinen Parteigenossen. Bin wirklich gespannt, wann der dumme Michel erkennt, welcher Schlange er da seine Stimme gegeben hat und zu geben gedenkt. Dass er es erkennen wird, ist garantiert. Denn irgendwann ist jeder dran Opfer zu bringen, wenn es darum geht, Deutschland klimaneutral werden zu lassen. #FCKGRN",Dieser Kommentar ist humoristisch veranlagt,0
"Mehmet Daimagüler soll genau was mit Erdogan zu tun haben? Können Sie das mal erläutern, oder weshalb verbreiten Sie solche Lügen?",Dieser Kommentar ist Zynismus,0
Bei der Frage zur Enteignung zeigen alle Parteien wieder ihr wares Gesicht ! Bloß nicht den großen Unternehmen an die Wäsche gehen !😡,Dieser Kommentar ist Zynismus,0
"Frau Barley,fehl am Platz,blablablabla.......Die soll mal mit 1000Euro auskommen,Schlaumeier.",Dieser Kommentar ist humoristisch veranlagt,0
"Sie ist eine DEUTSCHE. Die Welt braucht keine Neo-Eugeniker, waren früher schon scheisse und sind es noch heute.",Dieser Kommentar ist gegen eine Gruppe gerichtet,0
"@USER Stand bei Ihnen schon die Polizei vor der Tür, ist es Ihnen möglich, Ihre Auffassung hier zu posten, haben Sie Zugang zu allen Internetseiten oder stehen Sie zufällig gerade unter Hausarrest?",Dieser Kommentar ist eine Beleidigung,0
"@USER na was war es denn das sie zuerst für den Verbleib war, aber dann im Amt dann sagte sie müßte den willen des Volkes vollziehen,..wow..oder die wahlen..",Dieser Kommentar ist Zynismus,0
Bald kommen 24 Stunden am Tag nur noch Grüne bei @MEDIUM und @MEDIUM .. egal was sie für einen Mist erzählen...Wahlkampf Hilfe von den öffentlich-rechtlichen.. mit Zwangs Gebühren 👍👍👍,In diesem Kommentar findet man Diskriminierung,0
"@USER ja, das ist ganz deutlich. Da wird aus rein persönlichen Gründen von Frau Barley ein Problem aus dem Hut gezaubert, wo bisher kein Problem da war.",Dieser Kommentar ist humoristisch veranlagt,0
"Ach ,ein Baby kann schon schreiben, Nein, also schon fremdbestimmt...",Dieser Kommentar ist eine Beleidigung,0
